Transcription,Layer A_dhrithi,Layer B_dhrithi,Target_dhrithi,Span_dhrithi,Confidence_dhrithi,Comments_dhrithi,Unnamed: 7,Layer A_lavanya,Layer B_lavanya,Target_lavanya,Span_lavanya,Confidence_lavanya,Comments_lavanya,Layer_A_Match,Layer_B_Match
"What I did, when, for example, he wants to get away with – and get rid of the ability of Medicare to – for the ability to – for the – us to be able to negotiate drug prices with big pharma companies.",S-Inform,ATTR,Trump,,1,,,S-Inform,ATTR,Trump,,1,,TRUE,TRUE
"Well, guess what? We got it – we got it down to 15 – excuse me, $35 for insulin instead of $400. No more than $2,000 for every senior no matter what they – how much prescription they need.",S-Inform,"AP,SE",,,1,,,S-Inform,AP. SE,,,1,,TRUE,FALSE
You know what that did? That reduced the federal deficit (ph) – debt by $160 billion over 10 years because the government doesn't have to pay the exorbitant prices.,S-Inform,"PB,AP,SE",,,1,,,S-Inform,"PB, AP, SE",,,1,,TRUE,FALSE
"I'm going to make that available to every senior, all – or go longer. It's happening now, and everybody in America. He wants to get rid of that.",S-Inform,"AP,PB,ATTR,   PER",Trump,,1,,,S-Inform,"AP, ATTR, PB, PER",Trump,,1,,TRUE,FALSE
We have – I'm going to make sure we have childcare. We're going to significantly increase the credit people have for childcare. I'm going to make sure we do something about what we're doing on lead pipes and all the things that are causing health problems for people across the country.,S-Inform,"AP,SE",,,1,,,S-Inform,"AP, SE",,,1,,TRUE,FALSE
We're going to continue to fight to bring down inflation and give people a break.,S,SE,,,1,,,S,SE,,,1,,TRUE,TRUE
"TAPPER: Thank you, President Biden.","THK,TT",,,,1,,,THK,,,,1,,FALSE,FALSE
"TAPPER: Thank you, President Biden.","THK,TT",,,,1,,,THK,,,,1,,FALSE,FALSE
"TAPPER: Thank you, President Biden.","THK,TT",,,,1,,,THK,,,,1,,FALSE,FALSE
"TAPPER: Thank you, President Biden.","THK,TT",,,,1,,,"TT, THK",,,,1,,FALSE,FALSE
"President Trump, you now have two minutes for your closing statement.",TG,,,,1,,,TG,,,,1,,TRUE,FALSE
"TRUMP: Like so many politicians, this man is just a complainer. He said we want to do this. We want to do that. We want to get rid of this tax, that tax, but he doesn't do anything. He doesn't do.","S-Inform,CH","GD,PER,  ATTR",Biden,,1,,,"S-Inform, CH","GD, PER, ATTR",Biden,"GD, PER, ATTR start",1,,FALSE,FALSE
All he does is make our country unsafe by allowing millions and millions of people to pour in. Our military doesn't respect him. We look like fools in Afghanistan.,S-Inform,"GD,PER,   ATTR",Biden,,1,,,S-Inform,"GD, PER, ATTR",Biden,,1,,TRUE,FALSE
"We didn't stop – Israel, it was such a horrible thing that would have never happened. It should have never happened.",S-Inform,"ATTR,PB",Biden,"ATTR,PB Start",1,,,S-Inform," ATTR, PB",Biden," ATTR, PB start",1,,TRUE,FALSE
"Iran was broke. Anybody that did business with Iran, including China, they couldn't do business with the United States. They all passed.",S-Inform,"ATTR,PB",Biden,,1,,,S-Inform," ATTR, PB",Biden,,1,,TRUE,FALSE
"Iran was broke. They had no money for Hamas or Hezbollah, for terror, no money whatsoever.",S-Inform,"ATTR,PB",Biden,,1,,,S-Inform," ATTR, PB",Biden,,1,,TRUE,FALSE
"Again, Ukraine should have never happened.",S,"ATTR,PB",Biden,"ATTR,PB End",1,,,S," ATTR, PB",Biden," ATTR, PB end",1,,TRUE,FALSE
"He talks about all this stuff, but he didn't do it. For three-and-a-half years, we're living in hell. We have the Palestinians and we have everybody else rioting all over the place.",S-Inform,"GD,PE,AF,   ATTR,PER",Biden,,1,,,S-Inform,"GD, PER, ATTR, PB, AF",Biden,,1,,TRUE,FALSE
"You talk about Charlottesville. This is 100 times Charlottesville, 1,000 times.",CH,ATTR,Biden,,1,,,CH,ATTR,Biden,,1,,TRUE,TRUE
"The whole country is exploding because of you, because they don't respect you. And they have to respect their president and they don't respect you throughout the world.",S-Inform,"PB,AF,ATTR,   PER",,,1,,,S-Inform,"PER, ATTR, PB, AF",,,1,,TRUE,FALSE
"What we did was incredible. We re – rebuilt the military. We got the largest tax cut in history, the largest regulation cut in history.",S-Inform,AP,,AP Start,1,,,S-Inform,AP,,AP start,1,,TRUE,TRUE
"The reason he's got jobs is because I cut the regulations that gave jobs, but he's putting a lot of those regulations back on.",S-Inform,"AP,GD",Biden,,1,,,S-Inform,"AP, GD",Biden,,1,,TRUE,FALSE
"All of the things that we've done, nobody's ever – never seen anything like – even from a medical standpoint. Right to Try, where we can try Space Age materials instead of going to Asia or going to Europe and trying to get when you're terminally ill.",S-Inform,AP,,AP End,1,,,S-Inform,AP,,AP end,1,,TRUE,TRUE
"Now, you can go and you can get something. You signed a document. They've been trying to get it for 42 years.",S-Inform,ATTR,Biden and opponent group,,1,,,S-Inform,ATTR,Biden and Opponent group,,1,,TRUE,TRUE
"But you know what we did for the military was incredible. Choice for our soldiers, where our soldiers, instead of waiting for three months to see a doctor, can go out and get themselves fixed up and readied up, and take care of themselves and they're living. And that's why I had the highest approval rating of the history of the V.A.",S-Inform,"AP,SE",,,1,,,S_Inform,"AP, SE",,,1,,FALSE,FALSE
"So, all of these things – we're in a failing nation, but it's not going to be failing anymore. We're going to make it great again.",S,"AF,AP,PB",,,1,,,S,"AF, PB, AP",,,1,,TRUE,FALSE
"BASH: Thank you, former President Trump, President Biden.",THK,,,,1,,,THK,,,,1,,TRUE,FALSE
"Joseph R. Biden, Jr., Presidential Debate in Atlanta, Georgia Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/373091",MS,,,,1,,,MS,,,,1,,TRUE,FALSE
